ProductKey,ProductName,Color,StandardCost,ListPrice,ProductSubcategory,ProductCategory,ProductDescription,ProductStatus
279,"LL Road Frame - Black, 44",Black,176.1997,297.6346,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
280,"LL Road Frame - Black, 44",Black,170.1428,306.5636,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
281,"LL Road Frame - Black, 44",Black,204.6251,337.22,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
282,"LL Road Frame - Black, 48",Black,176.1997,297.6346,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
283,"LL Road Frame - Black, 48",Black,170.1428,306.5636,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
284,"LL Road Frame - Black, 48",Black,204.6251,337.22,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
285,"LL Road Frame - Black, 52",Black,176.1997,297.6346,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
286,"LL Road Frame - Black, 52",Black,170.1428,306.5636,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
287,"LL Road Frame - Black, 52",Black,204.6251,337.22,Road Frames,Components,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
288,"HL Mountain Frame - Silver, 42",Silver,623.8403,1204.3248,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
289,"HL Mountain Frame - Silver, 42",Silver,660.9142,1240.4545,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
290,"HL Mountain Frame - Silver, 42",Silver,747.2002,1364.50,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
291,"HL Mountain Frame - Silver, 44",Silver,706.811,1364.50,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
292,"HL Mountain Frame - Silver, 48",Silver,706.811,1364.50,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
293,"HL Mountain Frame - Silver, 46",Silver,623.8403,1204.3248,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
294,"HL Mountain Frame - Silver, 46",Silver,660.9142,1240.4545,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
295,"HL Mountain Frame - Silver, 46",Silver,747.2002,1364.50,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
296,"HL Mountain Frame - Black, 42",Black,617.0281,1191.1739,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
297,"HL Mountain Frame - Black, 42",Black,653.6971,1226.9091,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
298,"HL Mountain Frame - Black, 42",Black,739.041,1349.60,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
299,"HL Mountain Frame - Black, 44",Black,699.0928,1349.60,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
300,"HL Mountain Frame - Black, 48",Black,699.0928,1349.60,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
301,"HL Mountain Frame - Black, 46",Black,617.0281,1191.1739,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
302,"HL Mountain Frame - Black, 46",Black,653.6971,1226.9091,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
303,"HL Mountain Frame - Black, 46",Black,739.041,1349.60,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
304,"HL Mountain Frame - Black, 38",Black,617.0281,1191.1739,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
305,"HL Mountain Frame - Black, 38",Black,653.6971,1226.9091,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
306,"HL Mountain Frame - Black, 38",Black,739.041,1349.60,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
307,"HL Mountain Frame - Silver, 38",Silver,623.8403,1204.3248,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
308,"HL Mountain Frame - Silver, 38",Silver,660.9142,1240.4545,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
309,"HL Mountain Frame - Silver, 38",Silver,747.2002,1364.50,Mountain Frames,Components,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
310,"Road-150 Red, 62",Red,2171.2942,3578.27,Road Bikes,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
311,"Road-150 Red, 44",Red,2171.2942,3578.27,Road Bikes,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
312,"Road-150 Red, 48",Red,2171.2942,3578.27,Road Bikes,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
313,"Road-150 Red, 52",Red,2171.2942,3578.27,Road Bikes,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
314,"Road-150 Red, 56",Red,2171.2942,3578.27,Road Bikes,Bikes,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
315,"Road-450 Red, 58",Red,884.7083,1457.99,Road Bikes,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
316,"Road-450 Red, 60",Red,884.7083,1457.99,Road Bikes,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
317,"Road-450 Red, 44",Red,884.7083,1457.99,Road Bikes,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
318,"Road-450 Red, 48",Red,884.7083,1457.99,Road Bikes,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
319,"Road-450 Red, 52",Red,884.7083,1457.99,Road Bikes,Bikes,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
320,"Road-650 Red, 58",Red,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
321,"Road-650 Red, 58",Red,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
322,"Road-650 Red, 60",Red,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
323,"Road-650 Red, 60",Red,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
324,"Road-650 Red, 62",Red,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
325,"Road-650 Red, 62",Red,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
326,"Road-650 Red, 44",Red,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
327,"Road-650 Red, 44",Red,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
328,"Road-650 Red, 48",Red,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
329,"Road-650 Red, 48",Red,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
330,"Road-650 Red, 52",Red,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
331,"Road-650 Red, 52",Red,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
332,"Road-650 Black, 58",Black,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
333,"Road-650 Black, 58",Black,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
334,"Road-650 Black, 60",Black,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
335,"Road-650 Black, 60",Black,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
336,"Road-650 Black, 62",Black,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
337,"Road-650 Black, 62",Black,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
338,"Road-650 Black, 44",Black,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
339,"Road-650 Black, 44",Black,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
340,"Road-650 Black, 48",Black,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
341,"Road-650 Black, 48",Black,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
342,"Road-650 Black, 52",Black,413.1463,699.0982,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
343,"Road-650 Black, 52",Black,486.7066,782.99,Road Bikes,Bikes,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
344,"Mountain-100 Silver, 38",Silver,1912.1544,3399.99,Mountain Bikes,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
345,"Mountain-100 Silver, 42",Silver,1912.1544,3399.99,Mountain Bikes,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
346,"Mountain-100 Silver, 44",Silver,1912.1544,3399.99,Mountain Bikes,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
347,"Mountain-100 Silver, 48",Silver,1912.1544,3399.99,Mountain Bikes,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
348,"Mountain-100 Black, 38",Black,1898.0944,3374.99,Mountain Bikes,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
349,"Mountain-100 Black, 42",Black,1898.0944,3374.99,Mountain Bikes,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
350,"Mountain-100 Black, 44",Black,1898.0944,3374.99,Mountain Bikes,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
351,"Mountain-100 Black, 48",Black,1898.0944,3374.99,Mountain Bikes,Bikes,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
352,"Mountain-200 Silver, 38",Silver,1117.8559,2071.4196,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
353,"Mountain-200 Silver, 38",Silver,1265.6195,2319.99,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
354,"Mountain-200 Silver, 42",Silver,1117.8559,2071.4196,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
355,"Mountain-200 Silver, 42",Silver,1265.6195,2319.99,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
356,"Mountain-200 Silver, 46",Silver,1117.8559,2071.4196,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
357,"Mountain-200 Silver, 46",Silver,1265.6195,2319.99,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
358,"Mountain-200 Black, 38",Black,1105.81,2049.0982,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
359,"Mountain-200 Black, 38",Black,1251.9813,2294.99,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
360,"Mountain-200 Black, 42",Black,1105.81,2049.0982,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
361,"Mountain-200 Black, 42",Black,1251.9813,2294.99,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
362,"Mountain-200 Black, 46",Black,1105.81,2049.0982,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
363,"Mountain-200 Black, 46",Black,1251.9813,2294.99,Mountain Bikes,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
364,"Mountain-300 Black, 38",Black,598.4354,1079.99,Mountain Bikes,Bikes,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
365,"Mountain-300 Black, 40",Black,598.4354,1079.99,Mountain Bikes,Bikes,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
366,"Mountain-300 Black, 44",Black,598.4354,1079.99,Mountain Bikes,Bikes,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
367,"Mountain-300 Black, 48",Black,598.4354,1079.99,Mountain Bikes,Bikes,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate
368,"Road-250 Red, 44",Red,1518.7864,2443.35,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
369,"Road-250 Red, 48",Red,1518.7864,2443.35,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
370,"Road-250 Red, 52",Red,1518.7864,2443.35,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
371,"Road-250 Red, 58",Red,1320.6838,2181.5625,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
372,"Road-250 Red, 58",Red,1554.9479,2443.35,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
373,"Road-250 Black, 44",Black,1320.6838,2181.5625,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
374,"Road-250 Black, 44",Black,1554.9479,2443.35,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
375,"Road-250 Black, 48",Black,1320.6838,2181.5625,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
376,"Road-250 Black, 48",Black,1554.9479,2443.35,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
377,"Road-250 Black, 52",Black,1320.6838,2181.5625,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
378,"Road-250 Black, 52",Black,1554.9479,2443.35,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
379,"Road-250 Black, 58",Black,1320.6838,2181.5625,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate
380,"Road-250 Black, 58",Black,1554.9479,2443.35,Road Bikes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
381,"Road-550-W Yellow, 38",Yellow,605.6492,1000.4375,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
382,"Road-550-W Yellow, 38",Yellow,713.0798,1120.49,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
383,"Road-550-W Yellow, 40",Yellow,605.6492,1000.4375,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
384,"Road-550-W Yellow, 40",Yellow,713.0798,1120.49,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
385,"Road-550-W Yellow, 42",Yellow,605.6492,1000.4375,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
386,"Road-550-W Yellow, 42",Yellow,713.0798,1120.49,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
387,"Road-550-W Yellow, 44",Yellow,605.6492,1000.4375,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
388,"Road-550-W Yellow, 44",Yellow,713.0798,1120.49,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
389,"Road-550-W Yellow, 48",Yellow,605.6492,1000.4375,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate
390,"Road-550-W Yellow, 48",Yellow,713.0798,1120.49,Road Bikes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
391,LL Fork,NA,65.8097,148.22,Forks,Components,Stout design absorbs shock and offers more precise steering.,Outdate
392,ML Fork,NA,77.9176,175.49,Forks,Components,Composite road fork with an aluminum steerer tube.,Outdate
393,HL Fork,NA,101.8936,229.49,Forks,Components,High-performance carbon road fork with curved legs.,Outdate
394,LL Headset,NA,15.1848,34.20,Headsets,Components,Threadless headset provides quality at an economical price.,Outdate
395,ML Headset,NA,45.4168,102.29,Headsets,Components,Sealed cartridge keeps dirt out.,Outdate
396,HL Headset,NA,55.3801,124.73,Headsets,Components,"High-quality 1"" threadless headset with a grease port for quick lubrication.",Outdate
397,LL Mountain Handlebars,NA,17.978,40.4909,Handlebars,Components,All-purpose bar for on or off-road.,Outdate
398,LL Mountain Handlebars,NA,19.7758,44.54,Handlebars,Components,All-purpose bar for on or off-road.,Current
399,ML Mountain Handlebars,NA,24.9932,56.2909,Handlebars,Components,Tough aluminum alloy bars for downhill.,Outdate
400,ML Mountain Handlebars,NA,27.4925,61.92,Handlebars,Components,Tough aluminum alloy bars for downhill.,Current
401,HL Mountain Handlebars,NA,48.5453,109.3364,Handlebars,Components,Flat bar strong enough for the pro circuit.,Outdate
402,HL Mountain Handlebars,NA,53.3999,120.27,Handlebars,Components,Flat bar strong enough for the pro circuit.,Current
403,LL Road Handlebars,NA,17.978,40.4909,Handlebars,Components,Unique shape provides easier reach to the levers.,Outdate
404,LL Road Handlebars,NA,19.7758,44.54,Handlebars,Components,Unique shape provides easier reach to the levers.,Current
405,ML Road Handlebars,NA,24.9932,56.2909,Handlebars,Components,Anatomically shaped aluminum tube bar will suit all riders.,Outdate
406,ML Road Handlebars,NA,27.4925,61.92,Handlebars,Components,Anatomically shaped aluminum tube bar will suit all riders.,Current
407,HL Road Handlebars,NA,48.5453,109.3364,Handlebars,Components,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Outdate
408,HL Road Handlebars,NA,53.3999,120.27,Handlebars,Components,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Current
409,"ML Mountain Frame - Black, 38",Black,185.8193,348.76,Mountain Frames,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Outdate
410,LL Mountain Front Wheel,Black,26.9708,60.745,Wheels,Components,Replacement mountain wheel for entry-level rider.,Outdate
411,ML Mountain Front Wheel,Black,92.8071,209.025,Wheels,Components,Replacement mountain wheel for the casual to serious rider.,Outdate
412,HL Mountain Front Wheel,Black,133.2955,300.215,Wheels,Components,High-performance mountain replacement wheel.,Outdate
413,LL Road Front Wheel,Black,37.9909,85.565,Wheels,Components,Replacement road front wheel for entry-level cyclist.,Outdate
414,ML Road Front Wheel,Black,110.2829,248.385,Wheels,Components,Sturdy alloy features a quick-release hub.,Outdate
415,HL Road Front Wheel,Black,146.5466,330.06,Wheels,Components,Strong wheel with double-walled rim.,Outdate
416,Touring Front Wheel,Black,96.7964,218.01,Wheels,Components,Aerodynamic rims for smooth riding.,Outdate
417,"ML Road Frame-W - Yellow, 38",Yellow,300.1188,540.7545,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
418,"ML Road Frame-W - Yellow, 38",Yellow,360.9428,594.83,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
419,LL Mountain Rear Wheel,Black,38.9588,87.745,Wheels,Components,Replacement mountain wheel for entry-level rider.,Outdate
420,ML Mountain Rear Wheel,Black,104.7951,236.025,Wheels,Components,Replacement mountain wheel for the casual to serious rider.,Outdate
421,HL Mountain Rear Wheel,Black,145.2835,327.215,Wheels,Components,High-performance mountain replacement wheel.,Outdate
422,LL Road Rear Wheel,Black,49.9789,112.565,Wheels,Components,Replacement road rear wheel for entry-level cyclist.,Outdate
423,ML Road Rear Wheel,Black,122.2709,275.385,Wheels,Components,Aluminum alloy rim with stainless steel spokes; built for speed.,Outdate
424,HL Road Rear Wheel,Black,158.5346,357.06,Wheels,Components,Strong rear wheel with double-walled rim.,Outdate
425,Touring Rear Wheel,Black,108.7844,245.01,Wheels,Components,Excellent aerodynamic rims guarantee a smooth ride.,Outdate
426,"ML Mountain Frame - Black, 40",Black,185.8193,348.76,Mountain Frames,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
427,"ML Mountain Frame - Black, 44",Black,185.8193,348.76,Mountain Frames,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
428,"ML Mountain Frame - Black, 48",Black,185.8193,348.76,Mountain Frames,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate
429,"ML Road Frame-W - Yellow, 40",Yellow,300.1188,540.7545,Road Frames,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate
